,durationofstop,raceperceivedpriortostop,gender,perceivedage,tract_medianincome,tract_totalpop,tract_whitepop,tract_nonwhitecomp,tract_poccomp,tract_nonwhitepop,tract_pocpop,tract_aapop,tract_na_aipop,tract_aisianpop,tract_hawaiian,tract_mixed2,tract_totalnumstops,tract_annualstops,tract_distancefromcal,black,white,asian,hispanic,bipoc,report_risk_groups,arrest,trafficstop,longstop
4519,10,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,0,0
4520,10,0,2,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4521,2,0,2,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4522,5,1,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4523,50,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4524,5,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4525,45,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,1
4526,30,0,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4527,10,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4528,10,0,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4529,5,0,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,0
4530,10,1,1,38,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4531,10,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4532,22,1,1,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4533,25,1,1,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,0,1
4534,30,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4535,6,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4536,8,0,1,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4537,2,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4538,21,1,1,45,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4539,10,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4540,10,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4541,24,0,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4542,10,0,2,27,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4543,15,0,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4544,6,0,2,18,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4545,17,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4546,10,1,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4547,10,0,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4548,8,0,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4549,2,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4550,20,1,1,45,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4551,15,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4552,15,0,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4553,30,0,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4554,90,0,2,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,1
4555,5,1,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4556,15,0,1,38,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4557,6,1,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4558,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4559,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4560,10,0,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4561,15,1,2,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4562,15,1,2,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4563,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4564,4,1,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4565,10,1,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4566,10,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,0
4567,45,1,2,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4568,13,1,2,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4569,5,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4570,15,1,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4571,12,1,2,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4572,50,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4573,2,1,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4574,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4575,60,1,1,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4576,10,1,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4577,20,1,2,45,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4578,10,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4579,3,1,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4580,5,0,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,0,0
4581,15,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4582,15,1,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,0
4583,15,0,1,22,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4584,15,0,1,21,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,0
4585,10,1,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4586,40,0,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,1
4587,10,0,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4588,10,0,1,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,0
4589,53,1,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4590,30,1,1,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4591,30,1,2,48,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4592,4,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4593,15,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4594,11,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,0
4595,5,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4596,5,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4597,5,0,2,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4598,20,1,1,70,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,0,1
4599,20,1,1,60,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4600,30,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,1
4601,3,1,1,75,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4602,10,0,1,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4603,15,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4604,10,1,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4605,10,0,1,65,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4606,30,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4607,10,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4608,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4609,10,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4610,10,0,1,28,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4611,10,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4612,10,0,1,23,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4613,21,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4614,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4615,30,0,1,22,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4616,30,1,1,22,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4617,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4618,28,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4619,7,0,2,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4620,40,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4621,40,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,1
4622,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4623,25,1,1,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4624,1,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4625,15,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4626,10,0,2,19,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4627,10,0,1,19,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4628,1,1,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4629,10,0,1,19,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4630,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4631,90,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4632,15,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4633,10,1,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4634,5,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4635,15,0,1,70,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4636,2,1,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4637,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4638,10,0,1,24,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4639,14,1,1,55,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4640,12,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4641,10,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,0
4642,9,0,1,45,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4643,5,0,2,47,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4644,10,0,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4645,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4646,13,0,1,22,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4647,13,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4648,8,0,2,45,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4649,4,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4650,8,0,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4651,10,0,2,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,1,0
4652,10,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4653,50,0,1,18,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,1
4654,5,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4655,6,1,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4656,30,0,1,23,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,1
4657,34,1,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4658,2,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4659,10,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4660,20,0,1,22,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,1
4661,10,1,1,70,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4662,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4663,6,0,2,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,0
4664,10,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4665,45,1,1,65,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4666,11,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,0
4667,10,0,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4668,10,1,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4669,35,1,1,44,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,1
4670,10,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4671,10,1,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4672,19,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4673,19,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,0,1
4674,50,1,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,1
4675,30,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,1
4676,5,0,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4677,5,0,1,21,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4678,15,1,2,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4679,40,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,1
4680,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4681,5,0,2,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,0,0
4682,10,1,2,20,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4683,1,1,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
4684,30,1,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4685,10,1,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,0,0,0
4686,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
4687,10,0,1,40,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4688,5,0,1,70,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4689,15,0,1,24,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4690,8,0,2,82,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4691,20,1,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,1,0,0,0,1,1,1,0,1
4692,60,1,1,25,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,1
4693,30,1,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,1
4694,8,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,1,0,1,0,0,1,0
4695,8,0,2,45,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,1,0
4696,8,0,1,30,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4697,3,1,1,35,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,1,0,0
4698,1,0,1,50,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,0,0,1,1,1,0,1,0
4699,10,1,1,79,62184,4196,2211,0.47306959,0.062678742,2154,263,53,0,1891,0,210,3065,383,0.648455435,0,1,0,0,0,0,0,0,0
