,durationofstop,raceperceivedpriortostop,gender,perceivedage,tract_medianincome,tract_totalpop,tract_whitepop,tract_nonwhitecomp,tract_poccomp,tract_nonwhitepop,tract_pocpop,tract_aapop,tract_na_aipop,tract_aisianpop,tract_hawaiian,tract_mixed2,tract_totalnumstops,tract_annualstops,tract_distancefromcal,black,white,asian,hispanic,bipoc,report_risk_groups,arrest,trafficstop,longstop
176,10,0,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
177,40,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,1
178,10,1,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
179,30,1,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,0,1
180,15,0,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
181,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
182,15,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,0,0
183,10,0,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
184,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
185,25,0,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
186,10,0,1,33,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
188,60,0,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
189,5,0,1,18,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
190,6,1,1,28,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
191,40,1,2,9,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
192,20,1,2,11,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
193,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
194,7,0,2,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
195,10,0,2,23,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
196,10,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
197,10,0,1,27,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
198,40,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
199,7,1,1,55,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
200,1,1,1,28,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
201,5,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
202,20,0,2,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,1,1,1
203,15,1,1,70,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
204,5,0,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
205,10,1,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,0
206,10,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
207,42,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,0,1
208,45,0,1,45,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
209,5,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
210,45,1,2,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
211,10,0,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
212,10,0,2,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
213,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
214,10,1,2,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
215,9,1,1,55,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
216,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
217,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
218,25,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
219,90,1,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,1,1,1
220,10,0,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
221,10,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
222,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
223,8,0,2,65,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
224,30,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
225,9,1,1,45,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
226,10,1,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
227,10,0,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
228,30,1,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,1,0,1
229,7,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
230,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
231,5,1,2,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
232,9,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
233,15,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
234,3,0,1,65,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
235,10,0,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
236,6,0,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
237,10,0,2,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
238,7,1,1,32,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
239,20,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,1
240,10,1,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
241,10,0,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
242,10,0,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
243,15,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
244,10,1,2,45,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
245,10,1,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
246,8,1,2,75,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
247,10,1,2,26,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
248,20,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
249,1,0,1,22,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
250,10,0,1,70,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
251,30,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
252,10,0,1,45,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
253,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
254,10,0,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
255,6,0,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
256,15,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,0
257,5,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
258,3,0,1,26,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
259,5,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
260,5,0,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
261,13,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
262,10,0,1,31,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
263,10,0,2,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
264,15,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,0
265,24,0,1,28,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
266,1,1,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
267,45,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,1
268,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
269,5,0,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
270,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
271,20,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,1
272,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
273,45,0,1,65,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
274,5,0,2,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
275,40,0,1,55,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,1,1
276,5,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
277,4,0,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
278,10,0,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
279,10,0,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
280,10,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
281,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
282,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
283,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
284,2,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
285,15,0,2,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
286,8,0,1,23,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
287,6,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,0
288,7,0,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
289,10,0,2,70,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
290,14,1,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
291,6,1,1,65,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
292,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
293,8,1,1,23,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
294,8,0,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
295,60,1,2,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,1,0,1
296,60,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
297,15,0,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
298,15,1,2,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,1,0,0
299,10,0,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
300,6,0,1,21,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
301,30,1,1,17,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,1
302,5,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
303,13,0,2,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
304,10,0,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
305,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
306,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
307,5,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
308,10,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,0
310,19,0,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,0,1
311,44,0,2,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
312,13,0,2,19,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
313,25,0,2,45,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,1
314,120,1,1,67,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,0,1
315,20,1,1,59,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,1,0,1
316,10,1,2,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
317,20,0,2,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,1
318,5,0,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
319,5,0,2,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
320,16,0,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,1
321,16,0,2,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,1
322,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
323,10,0,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
324,14,0,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
325,14,0,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
326,16,0,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,1
327,10,0,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
328,10,0,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
329,7,0,2,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
330,5,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
331,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
332,15,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
333,9,1,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
334,2,0,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
335,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
336,15,0,2,22,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
337,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
338,5,0,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
339,3,0,1,23,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
340,10,0,2,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
341,10,0,2,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
342,45,0,1,25,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,1
343,10,0,1,10,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
344,5,0,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
345,19,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
346,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
347,50,1,1,26,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,1
348,8,0,2,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
349,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
350,25,0,2,32,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,1
351,7,0,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,0,1,0
352,25,1,1,35,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,1
353,6,0,2,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,1,0
354,10,0,1,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,1,0
355,4,0,1,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,1,0,1,0,0,1,0
356,15,1,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
357,30,1,2,60,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,1
358,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
359,60,1,1,50,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,1,0,1
360,10,0,2,30,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,1,0,0,0,0,0,0,0
361,18,0,1,40,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,1,0,0,0,1,1,0,0,1
362,20,1,1,20,71352,3118,1940,0.377806286,0.328415651,1458,1024,585,11,434,6,422,3486,436,1.009877144,0,0,0,1,1,1,1,0,1
